country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-03-2026 16:00:00",25.5626095,84.663264,OZONE,8,64,20
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","18-03-2026 16:00:00",24.75746,84.366208,NH3,1,2,2
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","18-03-2026 16:00:00",24.75746,84.366208,CO,101,103,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-03-2026 16:00:00",25.42742023,86.13886079,NH3,3,4,4
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","18-03-2026 16:00:00",26.80365,84.51954,OZONE,21,40,29
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.251013,86.989001,PM2.5,73,369,268
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.251013,86.989001,SO2,1,41,23
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.251013,86.989001,OZONE,9,27,14
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.265194,87.012947,PM2.5,17,72,40
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.265194,87.012947,PM10,24,365,171
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.265194,87.012947,CO,78,96,87
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-03-2026 16:00:00",25.265194,87.012947,OZONE,6,14,10
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","18-03-2026 16:00:00",25.204762,85.514960,PM2.5,NA,NA,NA
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-03-2026 16:00:00",26.1403345,85.3650192,CO,38,63,57
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","18-03-2026 16:00:00",26.1209,85.3647,PM2.5,83,123,93
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","18-03-2026 16:00:00",26.1209,85.3647,SO2,4,67,10
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","18-03-2026 16:00:00",25.586562,85.043586,PM10,75,376,112
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","18-03-2026 16:00:00",25.586562,85.043586,SO2,4,8,6
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-03-2026 16:00:00",25.592539,85.227158,PM10,112,153,134
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-03-2026 16:00:00",25.592539,85.227158,NO2,14,17,16
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-03-2026 16:00:00",25.592539,85.227158,NH3,4,5,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-03-2026 16:00:00",25.592539,85.227158,SO2,2,6,4
India,Bihar,Patna,"Muradpur, Patna - BSPCB","18-03-2026 16:00:00",25.619651,85.147382,PM2.5,50,93,72
India,Bihar,Patna,"Muradpur, Patna - BSPCB","18-03-2026 16:00:00",25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-03-2026 16:00:00",25.599486,85.113666,PM10,67,191,120
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-03-2026 16:00:00",25.599486,85.113666,SO2,1,10,5
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","18-03-2026 16:00:00",16.711754,81.092095,SO2,12,16,13
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","18-03-2026 16:00:00",16.316553,80.413302,PM10,53,72,57
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","18-03-2026 16:00:00",16.316553,80.413302,SO2,12,24,15
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","18-03-2026 16:00:00",16.316553,80.413302,OZONE,30,45,38
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","18-03-2026 16:00:00",14.465052,78.824187,SO2,11,17,16
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","18-03-2026 16:00:00",16.186555,81.13219,PM10,49,101,65
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","18-03-2026 16:00:00",16.9872867,81.7363176,PM2.5,2,40,24
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","18-03-2026 16:00:00",16.9872867,81.7363176,PM10,8,69,44
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","18-03-2026 16:00:00",16.9872867,81.7363176,NH3,1,4,3
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","18-03-2026 16:00:00",13.67,79.35,PM10,15,72,40
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-03-2026 16:00:00",25.596727,85.085624,NO2,33,53,39
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-03-2026 16:00:00",25.596727,85.085624,NH3,10,16,12
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-03-2026 16:00:00",25.596727,85.085624,SO2,3,5,4
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","18-03-2026 16:00:00",25.366336,87.117468,SO2,14,17,16
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","18-03-2026 16:00:00",25.892357,86.590325,SO2,14,19,16
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","18-03-2026 16:00:00",25.892357,86.590325,OZONE,8,13,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","18-03-2026 16:00:00",25.859655,85.77944,NO2,8,9,8
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","18-03-2026 16:00:00",25.859655,85.77944,CO,2,8,6
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","18-03-2026 16:00:00",25.859655,85.77944,OZONE,6,11,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-03-2026 16:00:00",24.952822,84.002396,NH3,2,6,3
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","18-03-2026 16:00:00",26.071318,91.87488,PM2.5,33,324,125
India,Assam,Guwahati,"IITG, Guwahati - PCBA","18-03-2026 16:00:00",26.2028636,91.70046436,PM2.5,28,72,53
India,Assam,Guwahati,"IITG, Guwahati - PCBA","18-03-2026 16:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA","18-03-2026 16:00:00",26.2028636,91.70046436,SO2,31,35,33
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","18-03-2026 16:00:00",26.10887,91.589544,OZONE,12,15,15
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","18-03-2026 16:00:00",26.187500,91.744194,PM2.5,44,92,64
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","18-03-2026 16:00:00",26.187500,91.744194,OZONE,9,21,17
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","18-03-2026 16:00:00",25.567520,83.966379,PM10,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-03-2026 16:00:00",25.7808257,84.7446768,NH3,10,15,11
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","18-03-2026 16:00:00",24.7955,84.9994,NO2,8,10,9
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","18-03-2026 16:00:00",24.7955,84.9994,OZONE,18,20,19
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","18-03-2026 16:00:00",24.792403,84.992416,PM10,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","18-03-2026 16:00:00",24.762518,84.982348,SO2,7,9,8
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","18-03-2026 16:00:00",16.536107,80.594233,SO2,13,23,17
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","18-03-2026 16:00:00",16.536107,80.594233,OZONE,32,55,48
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","18-03-2026 16:00:00",16.509717,80.612222,SO2,12,21,15
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-03-2026 16:00:00",16.554731,80.649110,CO,18,42,34
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-03-2026 16:00:00",16.554731,80.649110,OZONE,22,37,34
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","18-03-2026 16:00:00",26.0881305,87.93840336,NO2,8,9,8
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","18-03-2026 16:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","18-03-2026 16:00:00",27.308328,84.531742,NO2,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","18-03-2026 16:00:00",25.376776,86.471523,NH3,2,3,3
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-03-2026 16:00:00",16.5150833,80.5181667,OZONE,4,55,36
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","18-03-2026 16:00:00",13.204880,79.097889,NH3,6,8,6
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","18-03-2026 16:00:00",13.204880,79.097889,CO,24,36,29
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","18-03-2026 16:00:00",26.349082,92.68449,PM10,56,108,78
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","18-03-2026 16:00:00",26.349082,92.68449,CO,10,24,20
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","18-03-2026 16:00:00",26.987634,94.636574,NH3,2,7,4
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","18-03-2026 16:00:00",28.5710274,77.0719006,PM2.5,78,337,188
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","18-03-2026 16:00:00",28.5710274,77.0719006,CO,42,97,68
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","18-03-2026 16:00:00",28.5627763,77.1180053,PM2.5,76,317,160
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","18-03-2026 16:00:00",28.5627763,77.1180053,PM10,129,324,188
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","18-03-2026 16:00:00",28.5627763,77.1180053,OZONE,3,170,170
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","18-03-2026 16:00:00","28.493624 ","77.201159 ",OZONE,1,169,169
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-03-2026 16:00:00",28.6811736,77.3025234,SO2,7,30,17
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-03-2026 16:00:00",28.6811736,77.3025234,CO,46,109,83
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","18-03-2026 16:00:00",28.542460,77.191651,PM2.5,77,281,152
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","18-03-2026 16:00:00",28.542460,77.191651,PM10,112,254,173
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","18-03-2026 16:00:00",28.542460,77.191651,NO2,17,77,49
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","18-03-2026 16:00:00",28.542460,77.191651,CO,4,78,47
India,Delhi,Delhi,"ITO, Delhi - CPCB","18-03-2026 16:00:00",28.628624,77.241060,NO2,26,88,46
India,Delhi,Delhi,"JNU, Delhi - DPCC","18-03-2026 16:00:00","28.540721 ","77.168544 ",PM10,123,192,157
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","18-03-2026 16:00:00",28.732820,77.170633,NH3,11,15,12
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","18-03-2026 16:00:00",28.732820,77.170633,CO,32,76,40
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","18-03-2026 16:00:00",28.580280,77.233829,PM10,135,213,169
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","18-03-2026 16:00:00",28.580280,77.233829,SO2,9,37,22
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","18-03-2026 16:00:00",28.580280,77.233829,CO,46,96,56
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-03-2026 16:00:00",28.611281,77.237738,PM2.5,45,280,151
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-03-2026 16:00:00",28.636429,77.201067,PM2.5,197,329,280
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-03-2026 16:00:00",28.636429,77.201067,SO2,12,52,26
India,Delhi,Delhi,"Mundka, Delhi - DPCC","18-03-2026 16:00:00",28.684678,77.076574,PM2.5,78,408,258
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","18-03-2026 16:00:00",22.1910172,83.5197009,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","18-03-2026 16:00:00",21.258815,81.578979,NO2,24,45,39
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","18-03-2026 16:00:00",21.219665,81.630094,PM10,25,59,34
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","18-03-2026 16:00:00",21.219665,81.630094,SO2,4,27,7
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","18-03-2026 16:00:00",21.219665,81.630094,CO,20,60,25
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","18-03-2026 16:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-03-2026 16:00:00",21.371751,81.664929,PM2.5,16,93,33
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","18-03-2026 16:00:00",21.371751,81.664929,NO2,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-03-2026 16:00:00",22.06631475,83.33820077,OZONE,52,61,57
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","18-03-2026 16:00:00",28.647622,77.3158090,NO2,62,433,176
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","18-03-2026 16:00:00",28.695381,77.181665,NO2,22,91,53
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","18-03-2026 16:00:00",28.695381,77.181665,SO2,13,44,26
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","18-03-2026 16:00:00",28.4706914,77.1099364,CO,14,50,33
India,Delhi,Delhi,"Bawana, Delhi - DPCC","18-03-2026 16:00:00",28.776200,77.051074,PM2.5,75,346,225
India,Delhi,Delhi,"Bawana, Delhi - DPCC","18-03-2026 16:00:00",28.776200,77.051074,PM10,135,281,186
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","18-03-2026 16:00:00",28.7256504,77.2011573,CO,42,66,49
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","18-03-2026 16:00:00",28.5512005,77.2735737,CO,21,64,43
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-03-2026 16:00:00",28.656756,77.227234,NH3,7,12,10
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-03-2026 16:00:00",28.656756,77.227234,SO2,11,26,16
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","18-03-2026 16:00:00","28.615828 ","77.271992 ",CO,88,109,102
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-03-2026 16:00:00",28.7500499,77.1112615,PM2.5,54,314,173
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-03-2026 16:00:00",28.7500499,77.1112615,CO,14,34,30
India,Delhi,Delhi,"Mundka, Delhi - DPCC","18-03-2026 16:00:00",28.684678,77.076574,SO2,28,50,33
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","18-03-2026 16:00:00",28.60909,77.0325413,PM2.5,51,419,143
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","18-03-2026 16:00:00",28.60909,77.0325413,NO2,100,170,124
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","18-03-2026 16:00:00",28.60909,77.0325413,OZONE,13,66,41
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","18-03-2026 16:00:00",28.570173,76.933762,PM2.5,55,362,221
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","18-03-2026 16:00:00",28.570173,76.933762,SO2,20,59,30
India,Delhi,Delhi,"Narela, Delhi - DPCC","18-03-2026 16:00:00",28.822836,77.101981,PM10,114,304,190
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","18-03-2026 16:00:00",21.185571,81.343175,OZONE,8,11,10
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","18-03-2026 16:00:00",21.224231,81.408350,PM2.5,18,37,24
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","18-03-2026 16:00:00",22.08815,82.13737,CO,12,114,27
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-03-2026 16:00:00",22.118125,83.140608,CO,20,48,28
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","18-03-2026 16:00:00",22.368195,82.746431,OZONE,12,15,12
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-03-2026 16:00:00",24.952822,84.002396,CO,41,85,57
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","18-03-2026 16:00:00",26.2271665,84.3570427,CO,49,106,71
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","18-03-2026 16:00:00",30.719859,76.738637,CO,20,116,42
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","18-03-2026 16:00:00",21.194815,81.314770,OZONE,6,22,14
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","18-03-2026 16:00:00",22.126650,83.483212,PM10,20,159,65
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","18-03-2026 16:00:00",22.248853,70.776774,SO2,1,23,5
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","18-03-2026 16:00:00",22.248853,70.776774,OZONE,6,16,11
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","18-03-2026 16:00:00","21.217779 ","72.834787 ",PM2.5,10,84,41
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","18-03-2026 16:00:00","21.217779 ","72.834787 ",PM10,27,117,70
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","18-03-2026 16:00:00","21.217779 ","72.834787 ",NO2,5,34,17
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","18-03-2026 16:00:00","21.217779 ","72.834787 ",OZONE,9,9,9
India,Gujarat,Surat,"Science Center, Surat - SMC","18-03-2026 16:00:00",21.170046,72.795405,PM10,57,146,99
India,Gujarat,Surat,"Science Center, Surat - SMC","18-03-2026 16:00:00",21.170046,72.795405,SO2,28,42,31
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","18-03-2026 16:00:00",22.320153,73.216285,PM2.5,37,221,104
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","18-03-2026 16:00:00",22.320153,73.216285,NO2,3,90,20
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","18-03-2026 16:00:00",20.362421,72.918013,PM10,55,93,70
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","18-03-2026 16:00:00",22.969611,72.643500,PM2.5,93,261,139
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","18-03-2026 16:00:00",22.969611,72.643500,OZONE,32,47,43
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","18-03-2026 16:00:00",28.6701,76.9254,NH3,12,13,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","18-03-2026 16:00:00",28.6701,76.9254,CO,46,52,48
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","18-03-2026 16:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","18-03-2026 16:00:00",28.3419248,77.319699,NH3,3,3,3
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","18-03-2026 16:00:00",28.3419248,77.319699,CO,29,57,41
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","18-03-2026 16:00:00",28.806223,76.141105,PM10,34,131,64
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","18-03-2026 16:00:00",28.593883,76.270653,PM2.5,2,195,95
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","18-03-2026 16:00:00",28.593883,76.270653,PM10,2,132,90
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","18-03-2026 16:00:00",28.593883,76.270653,NO2,9,23,15
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","18-03-2026 16:00:00",28.593883,76.270653,NH3,5,8,6
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","18-03-2026 16:00:00",28.39072,77.30059,PM2.5,185,209,195
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","18-03-2026 16:00:00",23.020509,72.579261,NO2,16,96,51
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","18-03-2026 16:00:00",23.020509,72.579261,NH3,13,26,19
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","18-03-2026 16:00:00",23.020509,72.579261,SO2,20,133,60
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","18-03-2026 16:00:00",23.041137,72.456691,CO,16,44,21
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","18-03-2026 16:00:00",23.023389,72.515201,PM2.5,70,159,107
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","18-03-2026 16:00:00",23.023389,72.515201,SO2,10,66,22
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","18-03-2026 16:00:00",21.613267,73.010555,NO2,22,23,23
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","18-03-2026 16:00:00",21.613267,73.010555,OZONE,8,42,26
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","18-03-2026 16:00:00",21.755417,72.139056,PM10,82,144,103
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","18-03-2026 16:00:00",21.755417,72.139056,NO2,24,50,44
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","18-03-2026 16:00:00",23.163798,72.677768,NO2,17,68,35
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","18-03-2026 16:00:00",23.243639,72.68994,NH3,5,9,6
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","18-03-2026 16:00:00",23.221714,72.654328,NO2,22,40,30
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","18-03-2026 16:00:00",23.221714,72.654328,CO,30,48,42
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-03-2026 16:00:00",23.593150,72.372792,PM10,20,112,79
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-03-2026 16:00:00",23.593150,72.372792,NO2,44,59,51
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-03-2026 16:00:00",23.593150,72.372792,NH3,3,8,5
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","18-03-2026 16:00:00",22.248853,70.776774,PM10,50,156,102
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","18-03-2026 16:00:00",28.6573814,77.1585447,PM2.5,35,332,186
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","18-03-2026 16:00:00",28.530785,77.271255,OZONE,4,197,169
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","18-03-2026 16:00:00",28.623763,77.287209,PM10,165,342,200
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","18-03-2026 16:00:00",28.623763,77.287209,SO2,11,43,25
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-03-2026 16:00:00",28.674045,77.131023,PM2.5,20,318,216
India,Delhi,Delhi,"Pusa, Delhi - DPCC","18-03-2026 16:00:00",28.639652,77.146275,PM10,134,273,190
India,Delhi,Delhi,"Pusa, Delhi - IMD","18-03-2026 16:00:00",28.636110,77.173332,OZONE,47,357,354
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","18-03-2026 16:00:00",28.563262,77.186937,SO2,3,32,14
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-03-2026 16:00:00",28.6514781,77.1473105,NH3,10,14,12
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-03-2026 16:00:00",28.6514781,77.1473105,SO2,11,18,15
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","18-03-2026 16:00:00",28.5504249,77.2159377,NH3,9,16,12
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-03-2026 16:00:00",28.710508,77.249485,PM2.5,77,319,238
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-03-2026 16:00:00",28.621810,77.1944633,PM2.5,82,306,179
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-03-2026 16:00:00",28.621810,77.1944633,NO2,13,26,20
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","18-03-2026 16:00:00",28.621810,77.1944633,CO,103,107,106
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","18-03-2026 16:00:00",28.672342,77.315260,NO2,29,76,53
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-03-2026 16:00:00",28.699793,77.165453,SO2,16,42,25
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-03-2026 16:00:00",28.699793,77.165453,CO,40,72,54
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-03-2026 16:00:00",22.977134,72.553024,SO2,8,96,38
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","18-03-2026 16:00:00",23.002657,72.591912,PM10,67,133,109
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","18-03-2026 16:00:00",29.140560,75.744941,NH3,10,11,11
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","18-03-2026 16:00:00",29.140560,75.744941,SO2,7,15,11
India,Haryana,Jind,"Police Lines, Jind - HSPCB","18-03-2026 16:00:00",29.307814,76.337619,PM10,53,102,76
India,Haryana,Jind,"Police Lines, Jind - HSPCB","18-03-2026 16:00:00",29.307814,76.337619,NH3,4,6,5
