country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","18-03-2026 16:00:00",19.309073,73.057223,PM2.5,34,107,62
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","18-03-2026 16:00:00",23.50016,80.23284,OZONE,11,115,91
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","18-03-2026 16:00:00",22.624758,75.675238,SO2,7,35,21
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","18-03-2026 16:00:00",19.786089,72.757971,PM10,72,107,88
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","18-03-2026 16:00:00",19.786089,72.757971,NO2,13,29,20
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","18-03-2026 16:00:00",19.786089,72.757971,NH3,3,9,6
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","18-03-2026 16:00:00",19.9775302,79.2337086,PM2.5,23,56,37
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","18-03-2026 16:00:00",19.9775302,79.2337086,PM10,24,105,70
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","18-03-2026 16:00:00",19.9775302,79.2337086,OZONE,27,134,88
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","18-03-2026 16:00:00",20.918946,74.776388,PM2.5,30,113,71
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","18-03-2026 16:00:00",20.918946,74.776388,SO2,5,30,12
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","18-03-2026 16:00:00",20.918946,74.776388,CO,4,28,19
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","18-03-2026 16:00:00",20.918946,74.776388,OZONE,15,63,37
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","18-03-2026 16:00:00","19.2268427 ","73.0788456 ",PM10,30,90,50
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","18-03-2026 16:00:00","19.2268427 ","73.0788456 ",NO2,15,63,31
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","18-03-2026 16:00:00","19.2268427 ","73.0788456 ",OZONE,1,43,24
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","18-03-2026 16:00:00",19.710842,77.151824,PM10,9,168,63
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","18-03-2026 16:00:00",19.710842,77.151824,NH3,2,5,3
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","18-03-2026 16:00:00",21.001264,75.565602,PM2.5,36,329,100
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","18-03-2026 16:00:00",21.001264,75.565602,OZONE,23,88,64
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","18-03-2026 16:00:00",19.25292,73.142019,NO2,37,37,37
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","18-03-2026 16:00:00",19.192056,72.9585188,PM2.5,22,77,43
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","18-03-2026 16:00:00",19.053536,72.84643,CO,12,70,22
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","18-03-2026 16:00:00",19.065931,72.862131,PM10,72,123,96
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","18-03-2026 16:00:00",18.1023399,73.4783687,PM2.5,38,170,71
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","18-03-2026 16:00:00",18.1023399,73.4783687,CO,4,44,35
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","18-03-2026 16:00:00",19.192056,72.9585188,NH3,2,4,3
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","18-03-2026 16:00:00",16.7143745,74.2426398,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","18-03-2026 16:00:00",19.23241,72.86895,CO,45,86,55
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","18-03-2026 16:00:00",19.23241,72.86895,OZONE,8,69,48
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","18-03-2026 16:00:00",19.2243333,72.8658113,PM10,26,51,36
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","18-03-2026 16:00:00",19.083694,72.920967,CO,2,26,8
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","18-03-2026 16:00:00",19.205800,72.868200,PM2.5,2,14,8
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","18-03-2026 16:00:00",19.04946,72.9230,NH3,14,20,17
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","18-03-2026 16:00:00",19.04946,72.9230,CO,14,70,32
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","18-03-2026 16:00:00",19.2243333,72.8658113,OZONE,9,15,10
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","18-03-2026 16:00:00",19.205800,72.868200,PM10,2,21,12
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","18-03-2026 16:00:00",19.2243333,72.8658113,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","18-03-2026 16:00:00",18.910000,72.820000,PM2.5,15,53,30
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","18-03-2026 16:00:00",19.04946,72.9230,NO2,10,36,19
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","18-03-2026 16:00:00",18.910000,72.820000,NH3,4,4,4
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","18-03-2026 16:00:00",19.0632143,72.8456324,PM2.5,12,94,34
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","18-03-2026 16:00:00",19.1878657,72.8304069,NH3,2,10,3
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","18-03-2026 16:00:00",19.205800,72.868200,CO,29,32,32
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","18-03-2026 16:00:00",19.19709,72.82204,PM2.5,14,62,29
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","18-03-2026 16:00:00",19.19709,72.82204,PM10,74,125,95
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","18-03-2026 16:00:00",18.96702,72.84214,PM10,80,119,100
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","18-03-2026 16:00:00",18.96702,72.84214,PM2.5,10,53,29
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","18-03-2026 16:00:00",18.96702,72.84214,OZONE,8,80,45
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","18-03-2026 16:00:00",19.1750,72.9419,SO2,NA,NA,NA
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","18-03-2026 16:00:00",21.143383,79.048912,NO2,5,64,18
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","18-03-2026 16:00:00",19.173852,77.296291,PM2.5,9,68,42
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","18-03-2026 16:00:00",19.173852,77.296291,NO2,2,20,14
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","18-03-2026 16:00:00",20.0073285,73.7762427,NH3,3,3,3
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","18-03-2026 16:00:00",19.950220,73.731480,PM10,76,138,113
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","18-03-2026 16:00:00",19.950220,73.731480,CO,28,33,31
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","18-03-2026 16:00:00",19.9591346,73.7788008,NH3,3,5,4
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","18-03-2026 16:00:00",19.9591346,73.7788008,SO2,2,45,9
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","18-03-2026 16:00:00",18.9942180,72.8158167,NH3,3,3,3
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","18-03-2026 16:00:00",21.121801,79.04952,PM10,53,152,90
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","18-03-2026 16:00:00",21.121801,79.04952,NO2,4,101,30
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","18-03-2026 16:00:00",21.14472,79.107595,PM10,58,176,105
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","18-03-2026 16:00:00",21.152875,79.0517531,PM10,46,162,98
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.090337,73.014232,SO2,3,19,15
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.1135051,73.008978,PM10,34,139,89
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.008751,73.016620,PM2.5,25,74,45
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.008751,73.016620,PM10,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.008751,73.016620,NH3,6,6,6
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","18-03-2026 16:00:00",19.047000,72.874600,PM2.5,32,104,64
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","18-03-2026 16:00:00",19.047000,72.874600,NH3,7,7,7
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","18-03-2026 16:00:00",19.10861,72.83622,PM2.5,11,35,21
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","18-03-2026 16:00:00",19.000084,72.856730,PM10,69,110,89
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","18-03-2026 16:00:00",19.000084,72.856730,NH3,1,15,6
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","18-03-2026 16:00:00",19.000084,72.856730,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","18-03-2026 16:00:00",18.897756,72.813320,PM10,81,129,106
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","18-03-2026 16:00:00",18.897756,72.813320,NO2,22,124,58
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","18-03-2026 16:00:00",18.897756,72.813320,CO,6,35,23
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","18-03-2026 16:00:00",19.060498,72.923356,CO,6,52,16
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","18-03-2026 16:00:00",19.265594,76.761463,SO2,10,20,16
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.63673,73.82487,SO2,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.59051,73.77946,PM10,90,134,115
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.59051,73.77946,NO2,22,62,43
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","18-03-2026 16:00:00",18.614767,73.799516,PM10,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","18-03-2026 16:00:00",18.614767,73.799516,NO2,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","18-03-2026 16:00:00",18.614767,73.799516,CO,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.616318,73.765797,PM10,85,135,103
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.616318,73.765797,NH3,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.616318,73.765797,SO2,1,6,2
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","18-03-2026 16:00:00",18.616318,73.765797,CO,18,52,45
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","18-03-2026 16:00:00",20.34652,85.81630,CO,90,101,100
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","18-03-2026 16:00:00",21.8004996,83.8396977,NH3,4,5,5
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","18-03-2026 16:00:00",21.8004996,83.8396977,SO2,19,20,20
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","18-03-2026 16:00:00","20.48891     ","85.84768     ",PM2.5,3,38,16
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","18-03-2026 16:00:00",21.643900,85.599355,PM2.5,27,61,41
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","18-03-2026 16:00:00",21.643900,85.599355,NO2,7,10,8
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","18-03-2026 16:00:00",21.847279,85.416905,SO2,21,30,23
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","18-03-2026 16:00:00",21.847279,85.416905,CO,12,28,18
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-03-2026 16:00:00",20.832874,85.104082,NO2,NA,NA,NA
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","18-03-2026 16:00:00",20.832874,85.104082,SO2,NA,NA,NA
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","18-03-2026 16:00:00",22.1166054,85.3945546,PM10,39,405,118
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","18-03-2026 16:00:00",22.1166054,85.3945546,NH3,2,3,2
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","18-03-2026 16:00:00",21.941841,86.728318,PM2.5,19,67,38
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","18-03-2026 16:00:00",21.941841,86.728318,NH3,2,3,3
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","18-03-2026 16:00:00",21.941841,86.728318,SO2,2,14,9
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","18-03-2026 16:00:00",20.240790,85.836784,CO,42,82,65
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","18-03-2026 16:00:00",18.530085,73.849598,OZONE,5,61,43
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","18-03-2026 16:00:00",18.664282,73.763966,PM10,63,138,98
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","18-03-2026 16:00:00",18.664282,73.763966,NO2,19,86,46
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","18-03-2026 16:00:00",18.664282,73.763966,OZONE,1,32,23
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","18-03-2026 16:00:00"," 16.5038",74.3623,NO2,NA,NA,NA
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","18-03-2026 16:00:00",17.6336264,75.9132495,PM2.5,17,229,60
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","18-03-2026 16:00:00",17.6336264,75.9132495,CO,2,39,5
India,Maharashtra,Pune,"Bhosari, Pune - IITM","18-03-2026 16:00:00",18.640051,73.848956,PM10,54,128,90
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","18-03-2026 16:00:00",18.459883,73.852193,PM2.5,23,80,46
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","18-03-2026 16:00:00",18.459883,73.852193,PM10,72,135,103
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","18-03-2026 16:00:00",18.573040,73.927715,PM10,80,137,115
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","18-03-2026 16:00:00",18.536457,73.805454,NO2,10,64,22
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","18-03-2026 16:00:00",18.530085,73.849598,PM2.5,37,135,67
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","18-03-2026 16:00:00","19.2307571 ",73.1551920,NH3,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","18-03-2026 16:00:00",25.5803419,91.8942571,PM10,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","18-03-2026 16:00:00",25.5803419,91.8942571,NO2,NA,NA,NA
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","18-03-2026 16:00:00",25.6635413,94.0989878,NO2,2,4,4
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.0575752,73.0151367,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.0575752,73.0151367,OZONE,1,63,60
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.02579,73.10297,NO2,11,31,18
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","18-03-2026 16:00:00",19.0630,73.1209,CO,9,36,17
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","18-03-2026 16:00:00",17.65439,75.90649,PM2.5,23,123,54
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","18-03-2026 16:00:00",17.65439,75.90649,PM10,47,158,84
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","18-03-2026 16:00:00",17.65439,75.90649,NO2,9,141,33
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","18-03-2026 16:00:00",19.26777,72.97182,PM2.5,43,109,72
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","18-03-2026 16:00:00",19.26777,72.97182,PM10,50,117,79
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","18-03-2026 16:00:00",24.588397,76.172782,OZONE,6,113,97
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","18-03-2026 16:00:00",28.108988,75.386577,NO2,12,61,27
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","18-03-2026 16:00:00",28.108988,75.386577,SO2,4,14,9
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","18-03-2026 16:00:00",26.268249,73.0193853,NO2,17,32,24
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","18-03-2026 16:00:00",26.268249,73.0193853,OZONE,3,82,55
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","18-03-2026 16:00:00",26.295810,73.082283,PM10,74,352,166
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","18-03-2026 16:00:00",26.295810,73.082283,NO2,9,88,38
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","18-03-2026 16:00:00",26.295810,73.082283,NH3,5,11,7
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","18-03-2026 16:00:00",26.295810,73.082283,OZONE,1,93,72
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","18-03-2026 16:00:00",26.215415,73.070156,SO2,2,12,5
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","18-03-2026 16:00:00",26.215415,73.070156,OZONE,3,80,56
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","18-03-2026 16:00:00",26.358805,73.047444,PM2.5,23,100,49
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","18-03-2026 16:00:00",26.9164092,75.7994901,CO,82,92,88
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","18-03-2026 16:00:00",26.786682,75.827928,CO,4,126,30
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","18-03-2026 16:00:00",26.960669,75.771817,NO2,4,105,29
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","18-03-2026 16:00:00",26.960669,75.771817,NH3,4,7,6
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","18-03-2026 16:00:00",26.960669,75.771817,CO,29,80,51
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","18-03-2026 16:00:00",26.9502929,75.730943,PM2.5,71,303,132
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","18-03-2026 16:00:00",26.9502929,75.730943,NO2,36,110,48
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","18-03-2026 16:00:00",26.9502929,75.730943,CO,16,117,34
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","18-03-2026 16:00:00",26.912329,70.909168,NO2,11,38,18
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","18-03-2026 16:00:00",25.344694,72.626208,PM2.5,27,88,49
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","18-03-2026 16:00:00",25.344694,72.626208,NO2,1,115,28
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","18-03-2026 16:00:00",22.265816,86.174829,CO,6,60,15
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","18-03-2026 16:00:00",22.24500000,84.88111111,NO2,17,17,17
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","18-03-2026 16:00:00",21.606865,85.510538,OZONE,8,121,72
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","18-03-2026 16:00:00",20.9360711,85.1707021,PM2.5,6,94,49
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","18-03-2026 16:00:00",20.9360711,85.1707021,PM10,9,127,65
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","18-03-2026 16:00:00",21.869985,85.167016,PM2.5,16,42,28
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","18-03-2026 16:00:00",21.869985,85.167016,SO2,1,44,29
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","18-03-2026 16:00:00",11.9309,79.8027,PM2.5,7,30,14
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","18-03-2026 16:00:00",11.9309,79.8027,CO,8,29,18
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","18-03-2026 16:00:00",28.207266,76.829265,SO2,8,93,27
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","18-03-2026 16:00:00",28.018792,73.292658,NH3,7,10,8
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","18-03-2026 16:00:00",28.018792,73.292658,CO,8,105,46
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","18-03-2026 16:00:00",28.018792,73.292658,OZONE,45,116,85
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","18-03-2026 16:00:00",25.435774,75.644272,CO,12,87,25
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-03-2026 16:00:00",28.296139,74.961696,PM10,55,163,118
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-03-2026 16:00:00",28.296139,74.961696,NH3,3,7,5
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-03-2026 16:00:00",28.296139,74.961696,SO2,4,15,7
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","18-03-2026 16:00:00",28.296139,74.961696,OZONE,42,139,105
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","18-03-2026 16:00:00",26.895552,76.334753,PM10,60,199,119
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","18-03-2026 16:00:00",25.106006,76.469948,PM2.5,8,117,55
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","18-03-2026 16:00:00",25.106006,76.469948,PM10,84,202,126
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","18-03-2026 16:00:00",25.106006,76.469948,NH3,1,8,5
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","18-03-2026 16:00:00",25.747299,71.393989,NO2,7,86,19
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","18-03-2026 16:00:00",27.215415,77.50873,PM10,76,166,111
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","18-03-2026 16:00:00",27.215415,77.50873,SO2,4,42,17
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","18-03-2026 16:00:00",27.215415,77.50873,OZONE,28,174,159
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","18-03-2026 16:00:00",28.194909,76.862296,NO2,22,106,62
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","18-03-2026 16:00:00",28.194909,76.862296,NH3,5,25,14
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","18-03-2026 16:00:00",30.649961,76.331442,OZONE,33,36,33
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","18-03-2026 16:00:00",31.0325454,76.5623046,PM2.5,26,186,75
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","18-03-2026 16:00:00",31.0325454,76.5623046,NO2,1,3,2
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","18-03-2026 16:00:00",27.554793,76.611536,NO2,67,94,78
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","18-03-2026 16:00:00",23.555190,74.440010,PM10,67,185,113
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","18-03-2026 16:00:00",23.555190,74.440010,NO2,13,80,35
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","18-03-2026 16:00:00",31.620000,74.876512,SO2,18,88,35
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","18-03-2026 16:00:00",30.233011,74.907758,PM2.5,15,58,37
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","18-03-2026 16:00:00",30.233011,74.907758,CO,46,81,77
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","18-03-2026 16:00:00",31.321907,75.578914,CO,45,56,48
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","18-03-2026 16:00:00",30.9028,75.8086,CO,32,105,87
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","18-03-2026 16:00:00",29.610750,74.283608,NO2,10,44,24
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","18-03-2026 16:00:00",26.902909,75.836858,SO2,16,29,23
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","18-03-2026 16:00:00",26.843698,75.766894,PM10,103,238,140
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","18-03-2026 16:00:00",26.843698,75.766894,SO2,9,20,12
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","18-03-2026 16:00:00",26.843698,75.766894,OZONE,15,169,165
